WKT;OBJECTID_1;Join_Count;TARGET_FID;OBJECTID_2;Join_Cou_1;TARGET_F_1;Join_Cou_2;TARGET_F_2;ScoutID;Datum;Adresse;Postleitza;Ort;Stadtteil;Kaltmiete;Wohnflaech;Grundstuec;Nutzflaech;Zimmer;Schlafzimm;Badezimmer;Gaeste_WC;Haustyp;Etagenanza;Garage_Ste;Anzahl_Gar;Balkon_Ter;Keller;Aufzug;Einbaukuec;Barrierefr;Baujahr;Letzte_Mod;Objektzust;Qualitaet;Heizungsar;Befeuerung;PLZ;Add_;addrtype;addrlocat;OBJECTID;STVdayPege;Ortsname;Adresse_Ge;Email_Kont;Typ;Bemerkung;SCHIsopha;SCHIsophp;SCHfarbwer;esri_oid;SCHanight;SCHpnight;SCHfnight;l_datum;esri_oid_1
"POINT (407083.4087 5659718.3209)";93;2;92;93;0;92;0;93;"74002165";28.03.2014;Altkaditz 5;"1139";Dresden;Kaditz;"1500,00";"135,00";"421,00";;"4,0";"4,0";"1,0";"1,0";;"3,0";;"1,0";;;;;;"2014.0";;Erstbezug;Gehoben;Zentralheizung;Erdwaerme;"01139";01139 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (400091.2138 5663794.728)";94;0;93;94;0;93;0;94;"73930363";28.03.2014;Naundorfer Str. 68;"1640";Coswig;Meissen;"550,00";"88,00";"350,00";;"2,0";"2,0";"2,0";;Einfamilienhaus freistehend;"2,0";Garage;"2,0";;;;Ja;;;"2013.0";Modernisiert;Normal;Zentralheizung;Gas;"01640";01640 Coswig;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (412251.9635 5657647.2886)";95;2;94;95;0;94;0;95;"74088298";07.04.2014;Bautzner Str. 2;"1099";Dresden;Innere Neustadt;"830,00";"66,50";"100,00";"50,00";"2,0";"1,0";"1,0";;;"2,0";Aussenstellplatz;"1,0";;;;;;;"2012.0";Neuwertig;Gehoben;Zentralheizung;;"01099";01099 Dresden;street_address;RANGE_INTERPOLATED;1690;>70-75 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (407083.4087 5659718.3209)";96;2;95;96;0;95;0;96;"74128550";07.04.2014;Altkaditz 5;"1139";Dresden;Kaditz;"1500,00";"135,00";"414,00";;"5,0";"4,0";"1,0";"1,0";Reihenmittelhaus;"3,0";;"1,0";;;;;;"2014.0";;Erstbezug;Gehoben;Zentralheizung;Erdwaerme;"01139";01139 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (417091.6712 5668929.4111)";97;0;96;97;0;96;0;97;"74061754";07.04.2014;Medingerstr. 1;"1458";Hermsdorf;Ottendorf Okrilla;"199,00";"50,00";"416,00";"50,00";"2,0";"1,0";"1,0";;Besondere Immobilie;"1,0";Aussenstellplatz;;;;;;;;;Renovierungsbeduerftig;Einfach;;;"01458";01458 Hermsdorf;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (416431.6308 5654308.4987)";98;2;97;98;0;97;0;98;"74471891";05.05.2014;Altenberger Str. 65 a;"1277";Dresden;Tolkewitz Seidnitz Nord;"1200,00";"141,00";"200,00";"80,00";"5,0";;"2,0";;Einfamilienhaus freistehend;"2,0";Aussenstellplatz;"1,0";;Ja;;;;"1960.0";"2012.0";Saniert;Gehoben;Gas Heizung;;"01277";01277 Dresden;street_address;ROOFTOP;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (415779.9821 5649364.8323)";99;2;98;99;0;98;0;99;"73117735";05.05.2014;Auf dem Plaener 26;"1257";Dresden;Lockwitz;"1250,00";"133,00";"700,00";"17,00";"4,0";"1,0";"1,0";"1,0";Einfamilienhaus freistehend;"2,0";Carport;"1,0";;Ja;;;;"1927.0";"2014.0";Erstbezug nach Sanierung;Gehoben;Zentralheizung;;"01257";01257 Dresden;street_address;RANGE_INTERPOLATED;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (402971.7978 5663566.3371)";100;0;99;100;0;99;3;100;"74516955";05.05.2014;Obere Johannisbergstr. 25;"1445";Radebeul;Meissen;"1902,00";"211,43";"0,00";"711,43";"5,0";"0,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;;;;;;;;;Neuwertig;Luxus;Etagenheizung;;"01445";01445 Radebeul;route;GEOMETRIC_CENTER;0;;;;;0;;1.00000000000;3.00000000000;2003.00000000000;264747.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (402971.7978 5663566.3371)";101;0;100;101;0;100;3;101;"74517000";05.05.2014;Obere Johannisbergstr. 27;"1445";Radebeul;Meissen;"1916,00";"212,91";"0,00";;"5,0";"3,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;;;;;;;;;Neuwertig;Luxus;Etagenheizung;;"01445";01445 Radebeul;route;GEOMETRIC_CENTER;0;;;;;0;;1.00000000000;3.00000000000;2003.00000000000;264747.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (402182.6845 5664659.1143)";102;0;101;102;0;101;0;102;"74562901";05.05.2014;Hausbergweg 32;"1445";Radebeul;Meissen;"1790,00";"200,00";"800,00";"240,00";"7,0";"4,0";"2,0";"1,0";Einfamilienhaus freistehend;"2,0";Aussenstellplatz;"2,0";;Ja;;Ja;;"2013.0";;Neuwertig;Gehoben;Gas Heizung;;"01445";01445 Radebeul;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (400437.8853 5648709.2549)";103;0;102;103;0;102;7;103;"74454426";05.05.2014;Pienner Str. 18a;"1737";Tharandt;Saechsische Schweiz Osterzgebirge;"1100,00";"130,00";"450,00";"160,00";"4,0";"3,0";"2,0";"1,0";Einfamilienhaus freistehend;"2,0";Aussenstellplatz;"2,0";;Ja;;;;"2005.0";"2011.0";Neuwertig;Gehoben;Gas Heizung;;"01737";01737 Tharandt;street_address;ROOFTOP;0;;;;;0;;1.00000000000;4.00000000000;3020.00000000000;284292.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (404022.1088 5662398.1075)";104;0;103;104;0;103;0;104;"74598690";12.05.2014;Altkoetzschenbroda 11 A;"1445";Radebeul;Meissen;"1050,00";"160,00";"200,00";"160,00";"5,0";"4,0";"1,0";"1,0";Doppelhaushaelfte;"3,0";Garage;"1,0";;;;Ja;;;;Vollstaendig renoviert;Normal;Zentralheizung;;"01445";01445 Radebeul;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (431156.7014 5659927.5673)";105;0;104;105;0;104;0;105;"74648697";12.05.2014;Stolpener Str. 68;"1477";Fischbach;Arnsdorf;"975,00";"195,00";;"39,00";"4,0";;;;Besondere Immobilie;"3,0";;"2,0";;;;;;;;Neuwertig;;Zentralheizung;;"01477";01477 Fischbach;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (431156.7014 5659927.5673)";106;0;105;106;0;105;0;106;"74648691";12.05.2014;Stolpener Str. 68;"1477";Fischbach;Arnsdorf;"975,00";"195,00";;"39,00";"4,0";;;;Besondere Immobilie;"3,0";;"2,0";;;;;;;;Neuwertig;;Zentralheizung;;"01477";01477 Fischbach;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (404653.4016 5664452.078)";107;0;106;107;0;106;0;107;"74831489";21.05.2014;Andreas Hofer Str. 2 A;"1445";Radebeul;Meissen;"1200,00";"132,00";"360,00";"60,00";"6,0";"4,0";"1,0";"1,0";Doppelhaushaelfte;"3,0";Garage;"1,0";;Ja;;Ja;;"1995.0";;Gepflegt;Gehoben;Zentralheizung;;"01445";01445 Radebeul;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (416568.8319 5670881.6342)";108;0;107;108;0;107;0;108;"60226535";27.05.2014;An den Eichen 4;"1458";Ottendorf Okrilla;Bautzen;"1100,00";"180,00";"600,00";"200,00";"7,0";"6,0";"2,0";"1,0";Einfamilienhaus freistehend;"3,0";Aussenstellplatz;"1,0";;Ja;;Ja;;"1997.0";"2010.0";Gepflegt;Gehoben;Zentralheizung;;"01458";01458 Ottendorf Okrilla;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (429391.7644 5652493.7067)";109;0;108;109;0;108;0;109;"74936022";03.06.2014;Am Hang 6;"1833";Duerroehrsdorf Dittersbach;Duerrroehrsdorf Dittersbach;"900,00";"160,00";"650,00";"50,00";"4,0";"3,0";"2,0";"1,0";Einfamilienhaus freistehend;"2,0";Carport;"2,0";;Ja;;Ja;;"1995.0";"2014.0";Neuwertig;Gehoben;Gas Heizung;;"01833";01833 Duerroehrsdorf Dittersbach;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (424947.608 5645769.5093)";110;0;109;110;0;109;0;110;"74972559";03.06.2014;Maxim Gorki Str. 9;"1796";Pirna;Saechsische Schweiz Osterzgebirge;"550,00";"118,20";"100,00";"180,00";"6,0";"4,0";"1,0";"1,0";;"3,0";Aussenstellplatz;;;Ja;;;;"1901.0";"2012.0";;Normal;Zentralheizung;;"01796";01796 Pirna;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (431156.7014 5659927.5673)";111;0;110;111;0;110;0;111;"75008034";03.06.2014;Stolpener Str. 68;"1477";Fischbach;Arnsdorf;"975,00";"195,00";;"39,00";"4,0";;;;Besondere Immobilie;"3,0";;"2,0";;;;;;;;Neuwertig;;Zentralheizung;;"01477";01477 Fischbach;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (416635.2702 5655133.7274)";112;0;111;112;0;111;0;112;"75049778";10.06.2014;Hofmannstr. 23;"1277";Dresden;Blasewitz;"1051,76";"131,47";"0,00";;"6,0";;"1,0";"1,0";Villa;;;"0,0";;;;;;"1900.0";;Saniert;;Zentralheizung;;"01277";01277 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (415779.9821 5649364.8323)";113;2;112;113;0;112;0;113;"75019462";10.06.2014;Auf dem Plaener 26;"1257";Dresden;Lockwitz;"1250,00";"133,00";"700,00";"17,00";"4,0";"1,0";"1,0";"1,0";Einfamilienhaus freistehend;"2,0";Carport;"1,0";;Ja;;;;"1927.0";"2014.0";Erstbezug nach Sanierung;Gehoben;Zentralheizung;;"01257";01257 Dresden;street_address;RANGE_INTERPOLATED;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (414288.2604 5663880.5077)";114;0;113;114;0;113;0;114;"75216299";23.06.2014;Graebchenweg 7;"1109";Dresden;Klotzsche;"1190,00";"140,00";"280,00";"25,00";"5,0";"2,0";"1,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"1,0";;Ja;;Ja;;"2001.0";"2001.0";Gepflegt;Gehoben;Gas Heizung;;"01109";01109 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406279.9002 5652181.2825)";115;1;114;115;0;114;0;115;"75190888";23.06.2014;Dresdner Str. 53;"1705";Freital;Saechsische Schweiz Osterzgebirge;"460,00";"70,90";"5,00";;"3,0";;"1,0";;Reihenmittelhaus;;Aussenstellplatz;"1,0";;Ja;;;;"1999.0";;Gepflegt;Normal;Etagenheizung;;"01705";01705 Freital;street_address;RANGE_INTERPOLATED;518;>55-60 dB(A);Freital;"Dresdner Stra�e 56 , D-01705 Freital";guettel@freital.de;1;landeszentrale Kartierung durch LfULG;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (421845.9236 5657057.4869)";116;0;115;116;0;115;0;116;"63349349";07.07.2014;Hauptstr. 7a;"1328";Dresden;Weissig;"890,00";"120,09";"75,00";;"4,0";"3,0";"1,0";"1,0";Reihenmittelhaus;"3,0";Aussenstellplatz;;;;;;;"1996.0";;Vollstaendig renoviert;Normal;Zentralheizung;;"01328";01328 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (404022.1088 5662398.1075)";117;0;116;117;0;116;0;117;"75426882";07.07.2014;Altkoetzschenbroda 11 A;"1445";Radebeul;Meissen;"1050,00";"160,00";"200,00";"160,00";"5,0";"4,0";"1,0";"1,0";Doppelhaushaelfte;"3,0";Garage;"1,0";;;;Ja;;;;Vollstaendig renoviert;Normal;Zentralheizung;;"01445";01445 Radebeul;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (407608.2107 5664693.7467)";118;0;117;118;0;117;0;118;"75399207";07.07.2014;August Bebel Str. 32;"1468";Moritzburg;Meissen;"1280,00";"160,00";"500,00";"160,00";"5,0";"3,0";"1,0";"1,0";Reiheneckhaus;"3,0";Garage;"1,0";;;;;;"2008.0";"2008.0";Nach Vereinbarung;Gehoben;Holz Pelletheizung;;"01468";01468 Moritzburg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (410938.2536 5660067.2563)";119;2;118;119;0;118;0;119;"75422420";10.07.2014;Trachenberger Str. 24 26;"1129";Dresden;Pieschen Nord Trachenberge;"1125,00";"150,00";"120,00";"170,00";"4,0";"3,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"2,0";;Ja;;;;;"2014.0";Erstbezug;Gehoben;Fussbodenheizung;;"01129";01129 Dresden;street_address;RANGE_INTERPOLATED;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (417337.0523 5671225.1585)";120;0;119;120;0;119;0;120;"75494869";10.07.2014;Buchenstr. 11f;"1458";Ottendorf Okrilla;Bautzen;"750,00";"120,00";"0,00";;"5,0";"4,0";;"1,0";;;Carport;;;;;;;;;Vollstaendig renoviert;Normal;;;"01458";01458 Ottendorf Okrilla;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (430997.7615 5660085.7693)";121;0;120;121;0;120;0;121;"75686382";21.07.2014;J. J. Kaendler Str. 3;"1477";Fischbach;Arnsdorf;"724,00";"121,00";"395,00";"150,00";"4,0";"3,0";"1,0";"1,0";Doppelhaushaelfte;;Aussenstellplatz;"2,0";;Ja;;;;"1995.0";;Gepflegt;Normal;Fussbodenheizung;;"01477";01477 Fischbach;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (410938.2536 5660067.2563)";122;2;121;122;0;121;0;122;"75732198";28.07.2014;Trachenberger Str. 24 26;"1129";Dresden;Pieschen Nord Trachenberge;"1225,00";"150,00";"120,00";"170,00";"4,0";"3,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"2,0";;Ja;;;;;"2014.0";Erstbezug;Gehoben;Fussbodenheizung;;"01129";01129 Dresden;street_address;RANGE_INTERPOLATED;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (409833.3322 5660477.5884)";123;2;122;123;1;122;2;123;"75702467";28.07.2014;Indusriestr. 21 a;"1129";Dresden;Trachau;"396,00";"64,00";"6000,00";"64,00";"2,0";"1,0";"1,0";;Mehrfamilienhaus;"4,0";;;;Ja;;Ja;;;;Gepflegt;;Zentralheizung;;"01129";01129 Dresden;street_address;ROOFTOP;1674;>65-70 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;4.00000000000;1.00000000000;1016.00000000000;138460.00000000000;2.00000000000;1.00000000000;1016.00000000000;9.00000000000;823790.00000000000
"POINT (410938.2536 5660067.2563)";124;2;123;124;0;123;0;124;"75878591";04.08.2014;Trachenberger Str. 24 b;"1129";Dresden;Pieschen Nord Trachenberge;"1190,00";"150,00";"120,00";"170,00";"4,0";"3,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"2,0";;Ja;;;;;"2014.0";Erstbezug;Gehoben;Fussbodenheizung;;"01129";01129 Dresden;street_address;RANGE_INTERPOLATED;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (404706.907 5663019.1055)";125;0;124;125;0;124;1;125;"75917776";11.08.2014;Ledenweg 22;"1445";Radebeul;Meissen;"1522,50";"145,00";"1105,00";;"7,0";"1,0";"2,0";"1,0";;"2,0";;"2,0";;Ja;;;;"2012.0";"2012.0";;Luxus;Fussbodenheizung;;"01445";01445 Radebeul;street_address;ROOFTOP;0;;;;;0;;2.00000000000;1.00000000000;1016.00000000000;119810.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (412639.3542 5658972.7354)";126;2;125;126;1;125;8;126;"75919346";11.08.2014;Laerchenstr. 6;"1099";Dresden;Aeussere Neustadt Antonstadt;"800,00";"109,63";"0,00";"109,63";"4,0";"3,0";"1,0";"1,0";Doppelhaushaelfte;"2,0";;"0,0";;;;;;"1900.0";;Neuwertig;;;;"01099";01099 Dresden;street_address;ROOFTOP;1642;>55-60 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;1.00000000000;4.00000000000;3020.00000000000;257429.00000000000;2.00000000000;2.00000000000;1011.00000000000;9.00000000000;823439.00000000000
"POINT (409376.4531 5664964.4801)";127;0;126;127;0;126;0;127;"75822026";11.08.2014;An der Triebe 68;"1468";Moritzburg;Moritzburg;"470,00";"79,71";"1497,00";;"2,0";;"1,0";;;;;;;;;;;;;Gepflegt;;;;"01468";01468 Moritzburg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (407608.2107 5664693.7467)";128;0;127;128;0;127;0;128;"75909777";11.08.2014;August Bebel Str. 32;"1468";Moritzburg;Meissen;"1280,00";"160,00";"500,00";"160,00";"5,0";"3,0";"1,0";"1,0";Reiheneckhaus;"3,0";Garage;"1,0";;;;;;"2008.0";"2008.0";Nach Vereinbarung;Gehoben;Holz Pelletheizung;;"01468";01468 Moritzburg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (402971.7978 5663566.3371)";129;0;128;129;0;128;3;129;"75898742";11.08.2014;Obere Johannisbergstr. 27;"1445";Radebeul;Meissen;"1916,00";"212,91";"0,00";;"5,0";"3,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"0,0";;;;;;;;Neuwertig;;Etagenheizung;;"01445";01445 Radebeul;route;GEOMETRIC_CENTER;0;;;;;0;;1.00000000000;3.00000000000;2003.00000000000;264747.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (402971.7978 5663566.3371)";130;0;129;130;0;129;3;130;"75899245";11.08.2014;Obere Johannisbergstr. 25;"1445";Radebeul;Meissen;"1902,00";"211,43";"0,00";"711,43";"5,0";"0,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"0,0";;;;;;"2008.0";;Neuwertig;;Etagenheizung;;"01445";01445 Radebeul;route;GEOMETRIC_CENTER;0;;;;;0;;1.00000000000;3.00000000000;2003.00000000000;264747.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (422799.8565 5652986.0609)";131;0;130;131;0;130;0;131;"76709810";25.08.2014;Meixstr. 60;"1328";Dresden;Schoenfeld Schullwitz;"1500,00";"350,00";"7000,00";"370,00";"5,0";"4,0";"3,0";"1,0";Besondere Immobilie;"2,0";Aussenstellplatz;"2,0";;Ja;;Ja;;"1880.0";"2011.0";Saniert;Gehoben;Zentralheizung;;"01328";01328 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (408331.0233 5662437.1159)";132;0;131;132;0;131;0;132;"76709156";25.08.2014;Clemens  Brentano  Strasse 37;"1445";Radebeul;Meissen;"1290,00";"121,00";"346,00";"138,00";"5,0";;;"1,0";Doppelhaushaelfte;"3,0";Garage;;;;;;;"2014.0";"2014.0";Erstbezug;;Waermepumpe;;"01445";01445 Radebeul;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (415126.6981 5650385.9839)";133;2;132;133;0;132;0;133;"60569523";25.08.2014;Alnpeckstr. 3;"1239";Dresden;Lockwitz;"500,00";"50,00";"820,00";;"2,0";"1,0";"1,0";;Bungalow;;Aussenstellplatz;"2,0";;Ja;;Ja;;;;;;Zentralheizung;;"01239";01239 Dresden;street_address;RANGE_INTERPOLATED;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (405141.0872 5657045.0795)";134;0;133;134;0;133;0;134;"76716350";25.08.2014;Akazienweg 2;"1156";Dresden;Briesnitz;"910,00";"130,00";"377,00";;"5,0";"4,0";"1,0";"1,0";Reiheneckhaus;"3,0";Garage;"2,0";;Ja;;;;"1994.0";"2014.0";Erstbezug nach Sanierung;Normal;Zentralheizung;;"01156";01156 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (404022.1088 5662398.1075)";135;0;134;135;0;134;0;135;"76757381";25.08.2014;Altkoetzschenbroda 11 A;"1445";Radebeul;Meissen;"990,00";"160,00";"200,00";"160,00";"5,0";"4,0";"1,0";"1,0";Doppelhaushaelfte;"3,0";Garage;"1,0";;;;Ja;;;;Renovierungsbeduerftig;Normal;Zentralheizung;;"01445";01445 Radebeul;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406973.8499 5659885.1021)";136;2;135;136;0;135;0;136;"76914094";01.09.2014;Altkaditz 30A;"1139";Dresden;Kaditz;"1090,00";"150,00";"150,00";"150,00";"5,0";"3,0";"2,0";"1,0";Reiheneckhaus;"2,0";Aussenstellplatz;"1,0";;;;Ja;;;"2006.0";Neuwertig;Gehoben;Gas Heizung;;"01139";01139 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (417110.4798 5671089.7696)";137;0;136;137;0;136;0;137;"76910603";01.09.2014;Haselweg 4;"1458";Ottendorf Okrilla;Bautzen;"950,00";"142,00";"588,00";"122,00";"4,0";"3,0";"1,0";"1,0";Einfamilienhaus freistehend;"1,0";Carport;"1,0";;;;Ja;;"2005.0";;Gepflegt;Normal;;;"01458";01458 Ottendorf Okrilla;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (404022.1088 5662398.1075)";138;0;137;138;0;137;0;138;"75897659";01.09.2014;Altkoetzschenbroda 11A;"1445";Radebeul;Meissen;"990,00";"160,00";"200,00";"160,00";"5,0";"4,0";"1,0";"1,0";Doppelhaushaelfte;"3,0";Garage;"1,0";;;;Ja;;"2004.0";;Renovierungsbeduerftig;;Zentralheizung;;"01445";01445 Radebeul;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
